#OTU ID	CZ.MB96	CZ.MB83	CZ.MB119	CZ.MB43	CZ.MB9	CZ.MB14	CZ.MB84	CZ.MB97	CZ.MB3	CZ.MB106	CZ.MB76	CZ.MB18	CZ.MB38	CZ.MB125	CZ.MB12	CZ.MB117	CZ.MB121	CZ.MB11	CZ.MB56	CZ.MB67	CZ.MB134	CZ.MB129	CZ.MB82	CZ.MB33	CZ.MB10	CZ.MB91	CZ.MB13	CZ.MB87	CZ.MB112	CZ.MB90	CZ.MB57	CZ.MB89	CZ.MB75	CZ.MB132	CZ.MB19	CZ.MB80	CZ.MB31	CZ.MB105	CZ.MB108	CZ.MB79	CZ.MB93	CZ.MB70	CZ.MB42	CZ.MB20	CZ.MB69	CZ.MB122	CZ.MB118	CZ.MB113	CZ.MB27	CZ.MB136	CZ.MB124	CZ.MB39	CZ.MB7	CZ.MB29	CZ.MB16	CZ.MB86	CZ.MB126	CZ.MB58	CZ.MB44	CZ.MB102	CZ.MB34	CZ.MB135	CZ.MB99	CZ.MB60	CZ.MB92	CZ.MB114	CZ.MB71	CZ.MB68	CZ.MB45	CZ.MB59	CZ.MB130	CZ.MB77	CZ.MB116	CZ.MB40	CZ.MB17	CZ.MB123	CZ.MB23	CZ.MB24	CZ.MB94	CZ.MB5	CZ.MB2	CZ.MB22	CZ.MB128	CZ.MB30	CZ.MB35	CZ.MB115	CZ.MB104	CZ.MB54	CZ.MB107	CZ.MB103	CZ.MB78	CZ.MB53	CZ.MB55	CZ.MB41	CZ.MB32	CZ.MB64	CZ.MB85	CZ.MB95	CZ.MB133	CZ.MB66	CZ.MB61	CZ.MB73	CZ.MB110	CZ.MB4	CZ.MB37	CZ.MB65	CZ.MB100	CZ.MB50	CZ.MB88	CZ.MB111	CZ.MB28	CZ.MB109	CZ.MB8	CZ.MB25	CZ.MB36	CZ.MB26	CZ.MB120	CZ.MB63	CZ.MB6	CZ.MB98	CZ.MB21	CZ.MB62	CZ.MB52	CZ.MB127	CZ.MB46	CZ.MB49	CZ.MB47	CZ.MB72	CZ.MB48	CZ.MB101	CZ.MB131	CZ.MB51	CZ.MB1	CZ.MB81
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_adiacens	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Bavariicoccus;s__Bavariicoccus_seileri	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0	0	1423	0	1	0	0	1	0	0	0	0	0	2	0	298	0	0	0	2182	0	0	1	5	1	0	0	29	0	2	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1553	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	495	9	1835	0	0	0	460	1	0	3	0	1	0	0	0	0	0	0	0	0	0	42	0	21	0	480	0	916	2	9	1	0	0	898	0	0	0	0	0	11	0	0	0	0	127	1	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	10	0	2	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_diestrammenae	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	3	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	16	24	10	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus;s__Melissococcus_plutonius;t__Melissococcus_plutonius_ATCC_35311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Melissococcus;s__Melissococcus_plutonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
