#OTU ID	CZ.MB96.S96.L001.	CZ.MB83.S83.L001.	CZ.MB119.S119.L001.	CZ.MB43.S43.L001.	CZ.MB9.S9.L001.	CZ.MB14.S14.L001.	CZ.MB84.S84.L001.	SZ.SC4.S140.L001.	CZ.MB97.S97.L001.	CZ.MB3.S3.L001.	CZ.MB106.S106.L001.	CZ.MB76.S76.L001.	CZ.MB18.S18.L001.	CZ.MB38.S38.L001.	SZ.SC2.S138.L001.	CZ.MB125.S125.L001.	CZ.MB12.S12.L001.	CZ.MB117.S117.L001.	CZ.MB121.S121.L001.	CZ.MB11.S11.L001.	CZ.MB56.S56.L001.	CZ.MB67.S67.L001.	CZ.MB134.S134.L001.	CZ.MB129.S129.L001.	CZ.MB82.S82.L001.	CZ.MB33.S33.L001.	CZ.MB10.S10.L001.	CZ.MB91.S91.L001.	CZ.MB13.S13.L001.	CZ.MB87.S87.L001.	CZ.MB112.S112.L001.	CZ.MB90.S90.L001.	CZ.MB57.S57.L001.	CZ.MB89.S89.L001.	CZ.MB75.S75.L001.	CZ.MB132.S132.L001.	CZ.MB19.S19.L001.	CZ.MB80.S80.L001.	CZ.MB31.S31.L001.	CZ.MB105.S105.L001.	CZ.MB108.S108.L001.	CZ.MB79.S79.L001.	CZ.MB93.S93.L001.	SZ.SC5.S141.L001.	CZ.MB70.S70.L001.	CZ.MB42.S42.L001.	CZ.MB20.S20.L001.	CZ.MB69.S69.L001.	CZ.MB122.S122.L001.	CZ.MB118.S118.L001.	CZ.MB113.S113.L001.	SZ.SC7.S143.L001.	CZ.MB27.S27.L001.	CZ.MB136.S136.L001.	CZ.MB124.S124.L001.	CZ.MB39.S39.L001.	CZ.MB7.S7.L001.	CZ.MB29.S29.L001.	CZ.MB16.S16.L001.	CZ.MB86.S86.L001.	CZ.MB126.S126.L001.	CZ.MB58.S58.L001.	CZ.MB44.S44.L001.	CZ.MB102.S102.L001.	CZ.MB34.S34.L001.	SZ.SC3.S139.L001.	CZ.MB135.S135.L001.	CZ.MB99.S99.L001.	CZ.MB60.S60.L001.	CZ.MB92.S92.L001.	CZ.MB114.S114.L001.	CZ.MB71.S71.L001.	CZ.MB68.S68.L001.	CZ.MB45.S45.L001.	CZ.MB59.S59.L001.	CZ.MB130.S130.L001.	CZ.MB77.S77.L001.	CZ.MB116.S116.L001.	CZ.MB40.S40.L001.	CZ.MB17.S17.L001.	CZ.MB123.S123.L001.	CZ.MB23.S23.L001.	CZ.MB24.S24.L001.	CZ.MB94.S94.L001.	CZ.MB5.S5.L001.	CZ.MB2.S2.L001.	CZ.MB22.S22.L001.	CZ.MB128.S128.L001.	CZ.MB30.S30.L001.	CZ.MB35.S35.L001.	CZ.MB115.S115.L001.	CZ.MB104.S104.L001.	CZ.MB54.S54.L001.	CZ.MB107.S107.L001.	CZ.MB103.S103.L001.	CZ.MB78.S78.L001.	CZ.MB53.S53.L001.	CZ.MB55.S55.L001.	CZ.MB41.S41.L001.	CZ.MB32.S32.L001.	CZ.MB64.S64.L001.	CZ.MB85.S85.L001.	CZ.MB95.S95.L001.	CZ.MB133.S133.L001.	CZ.MB66.S66.L001.	CZ.MB61.S61.L001.	CZ.MB73.S73.L001.	CZ.MB110.S110.L001.	CZ.MB4.S4.L001.	CZ.MB37.S37.L001.	CZ.MB65.S65.L001.	CZ.MB100.S100.L001.	CZ.MB50.S50.L001.	CZ.MB88.S88.L001.	CZ.MB111.S111.L001.	CZ.MB28.S28.L001.	CZ.MB109.S109.L001.	CZ.MB8.S8.L001.	CZ.MB25.S25.L001.	SZ.SC6.S142.L001.	CZ.MB36.S36.L001.	CZ.MB26.S26.L001.	CZ.MB120.S120.L001.	CZ.MB63.S63.L001.	CZ.MB6.S6.L001.	CZ.MB98.S98.L001.	CZ.MB21.S21.L001.	CZ.MB62.S62.L001.	CZ.MB52.S52.L001.	CZ.MB127.S127.L001.	CZ.MB46.S46.L001.	CZ.MB49.S49.L001.	CZ.MB47.S47.L001.	CZ.MB72.S72.L001.	CZ.MB48.S48.L001.	CZ.MB101.S101.L001.	CZ.MB131.S131.L001.	SZ.SC1.S137.L001.	CZ.MB51.S51.L001.	CZ.MB1.S1.L001.	CZ.MB81.S81.L001.	CZ.MB15.S15.L001.
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea	12	6	0	59	0	0	1	0	41	0	2	4	8	0	0	0	2	0	34	0	5	1	0	0	0	0	0	2	0	1	4	0	1	0	0	0	29	1	2	2	3	13	3	0	53	18	0	25	25	0	1	0	0	0	0	1	3	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	5	0	3	0	0	2	1	8	0	0	0	10	0	0	1	2	0	0	0	1	0	0	0	3	1	0	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	5	1	2	3	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter;s__Papillibacter_cinnamivorans	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudobacteroides	4	0	1	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	4	0	0	3	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea;s__Phocea_massiliensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum	1	30	2	5	0	18	54	0	0	9	91	0	17	17	0	0	12	0	1	17	60	0	0	0	6	12	2	27	7	100	4	1	34	1	1	20	0	51	0	15	81	0	9	0	9	2	2	0	1	0	36	0	3	1	0	2	38	22	0	19	0	35	0	1	28	0	0	0	13	37	16	4	656	0	6	0	0	1	0	2	4	0	0	135	0	6	0	0	323	0	18	1	25	55	4	0	21	125	350	0	104	215	0	36	0	734	0	1	12	6	0	0	0	7	6	7	195	0	0	0	9	18	0	38	96	1	0	14	3	0	0	0	0	0	0	0	0	0	8	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum	0	2	0	4	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	10	0	0	3	2	1	0	0	2	1	0	0	0	4	101	1	0	2	3	0	1	7	2	1	0	0	5	0	7	0	0	1	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	2	0	0	44	2	4	2	1	0	0	3	1	2	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	4	0	1	1	0	0	0	2	0	0	0	2	0	1	0	0	0	2	0	11	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_viride	4	0	3	0	0	0	0	0	3	0	0	0	2	0	1	0	0	14	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	4	0	24	5	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_methylpentosum	0	2	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	1	2	0	3	0	2	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus	0	0	0	5	0	2	1	0	0	0	0	0	21	0	0	0	1	0	4	1	27	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	2	0	8	0	22	0	7	0	9	1	0	2	1	0	1	0	191	3	0	8	2	39	2	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	5	22	0	1	0	0	1	0	0	0	53	0	1	7	0	23	0	0	0	26	0	0	0	0	14	2	1	0	0	0	2	1	0	0	0	0	2	0	0	10	1	2	0	3	0	0	0	0	0	0	0	0	0	0	31	0	16	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	2	83	116	2	159	3	288	0	4	5	666	66	5	18	0	176	1	10	2	9	44	58	9	35	25	6	0	10	5	12	164	21	7	10	16	788	17	440	83	98	541	0	12	0	62	0	51	0	7	26	164	0	22	21	153	3	22	12	125	138	35	161	27	109	27	0	227	135	66	12	139	25	24	144	65	438	275	118	4	33	176	7	15	266	15	13	74	38	69	12	29	130	88	58	87	421	18	130	51	42	81	19	32	95	42	366	490	48	22	2	1	59	94	65	50	24	93	3	0	0	2	83	126	55	3	50	124	94	33	133	8	1	249	22	570	0	0	0	17	67	6	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bromii	1920	182	144	2505	50	51	48	0	519	266	38	267	0	426	1138	0	381	287	869	100	401	663	209	0	595	16	38	0	55	9	1310	78	38	1410	2	15	1157	129	215	91	54	4	283	19	1219	2	1083	488	466	220	1713	2	1934	151	0	759	51	35	492	98	2	9	0	107	809	3	8	0	220	143	113	263	866	1	41	239	256	203	194	388	187	0	2	8	6	775	0	0	14	1717	352	3499	5	106	5157	596	99	507	416	49	48	84	3	3	250	1	1	248	31	6	695	0	2	785	234	856	9	7	0	1	1502	6547	64	877	16	45	1	368	820	1	0	0	3164	0	104	2	2	2322	1185	4	352	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus	1	0	0	0	9	0	0	0	7	256	0	0	1	0	0	0	5	2	2	16	0	0	0	0	142	0	0	1	4	0	0	0	0	0	0	0	3	303	0	0	0	0	1	0	9	7	0	2	0	0	0	1	385	0	0	0	0	0	0	0	0	0	0	1229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	1	0	56	0	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	130	0	0	0	0	0	49	1	1	0	0	0	2	826	1	0	0	0	0	0	0	0	0	487	569	67	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus;t__Ruminococcus_albus_7_=_DSM_20455	0	0	0	0	4	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	1	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	69	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	47	1	0	0	0	0	12	0	0	0	0	0	0	180	0	1	0	0	0	0	0	0	0	109	436	21	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus	33	0	1	0	24	605	13	0	1	283	21	0	83	248	0	1	66	0	14	602	12	1	100	1	355	15	57	2538	594	2	1024	208	8	4130	0	22	1	938	0	3	3	1	5550	0	1	1426	5	48	0	1	320	0	127	19	0	479	202	4	1	1	0	731	0	1195	327	0	1	22	1693	1511	190	10	1	0	243	0	0	0	0	2	0	0	0	0	0	103	0	2	37	303	192	261	3	0	177	1	0	6	0	2	0	6	0	0	0	546	0	154	12	143	1	0	148	155	45	635	28	5	0	0	154	118	0	315	0	1	1	247	266	2	0	0	0	0	0	0	0	1	229	59	60	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis	2	438	0	108	21	209	370	1	189	67	46	51	0	59	15	10	238	2	1	463	293	6	28	0	16	72	24	738	275	1030	14	503	371	283	0	22	105	476	213	422	29	0	4468	4	54	12	19	1	24	1	259	4	61	7	0	90	133	189	0	10	0	195	0	106	6	2	1	172	135	438	46	16	6	0	165	152	339	0	11	2	11	0	2	0	3	20	0	9	560	268	429	38	89	173	1	349	260	340	0	452	1	1090	4	6	0	344	5	29	223	70	10	2	9	75	31	81	862	144	0	0	55	52	0	555	100	0	0	316	43	48	0	0	68	2	0	0	0	0	25	14	6	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	2	1	0	4	963	77	735	2	2	32	244	2397	1	326	2	5084	106	3	2	55	100	0	80	628	65	211	57	911	62	98	1530	373	183	1115	535	193	0	23	334	2	308	6	3846	0	2	1	17069	1	2	1	559	0	9	1853	1165	659	45	2	0	6	4108	541	3726	8	367	1	10228	3124	257	502	448	319	1	4636	434	3326	8755	8	0	2	20116	1040	155	12	0	5	1059	1732	6	314	862	64	4	2	31	8087	0	233	16	135	1	30	0	7	0	970	55	16	4	146	2	1601	12	43	319	51	28	53	0	0	112	16	2	652	9	12084	2579	532	62	1195	77	1	6102	807	2643	2	1	1	23	100	4	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0	9	0	0	1	0	208	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	1	0	58	0	0	100	0	0	146	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	29	0	0	1	11	6	0	0	8	0	0	0	0	6	0	0	0	0	0	2	21	0	0	2	0	0	1	0	33	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis;t__Ruminococcus_champanellensis_18P13_=_JCM_17042	0	1638	0	196	29	247	1383	0	466	3	113	0	1	195	0	0	873	5	1	838	1113	1	1	0	2	131	61	927	519	3932	50	177	880	75	0	8	319	1	859	1681	88	2	1365	5	115	0	1	0	86	0	718	0	1	0	2	248	73	680	0	18	0	27	0	1	4	11	0	0	371	791	144	0	0	0	154	0	0	1	40	0	1	0	0	0	9	0	0	2	2208	130	1586	0	405	633	0	0	1012	1201	0	1031	0	3971	0	7	1	1341	1	5	714	266	40	2	0	190	102	0	2652	559	0	0	222	0	0	2307	322	0	0	1264	1	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans	1	2	0	0	3	0	0	0	0	1979	0	0	0	0	1	0	0	1	0	0	1	0	0	1	4728	0	1	2	0	1	1	1	1	5	1	1	8	580	0	1	1	2	2	0	2	0	0	0	0	0	0	0	2477	0	0	0	0	0	2	0	1	1	1	5008	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4709	0	2	0	0	0	8905	0	0	4187	0	1	1	2	1	0	0	1	0	0	2	0	0	0	1	0	1	2180	0	0	2008	0	0	0	0	0	83	0	0	2	1	1	2	8241	0	1	0	0	0	1	0	0	0	12433	703	6544	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens	0	0	0	0	4	0	134	0	0	104	14	204	0	0	0	0	0	0	0	0	3	0	4	0	135	50	0	0	0	42	0	0	28	0	0	3	0	33	4	0	0	0	0	0	0	0	0	0	0	0	0	318	70	0	0	0	2	0	0	0	0	80	1	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	14	0	0	198	0	2	18	0	0	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	26	0	199	43	0	0	0	0	24	0	0	5	0	0	0	495	0	0	0	0	0	0	0	0	0	109	3	62	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_faecis	0	69	0	2	241	0	112	0	0	2	89	6	0	0	0	64	0	0	0	0	72	0	60	7	5	10	0	0	0	4	0	0	3	0	0	110	0	81	44	141	174	0	1	0	0	1	108	0	0	0	0	0	0	17	57	1	67	12	0	89	27	77	16	2	83	0	166	64	0	0	0	31	0	58	0	15	68	0	0	2	269	6	6	0	3	0	40	39	58	0	0	6	10	5	1	26	73	261	0	48	0	6	0	21	0	0	9	340	11	0	0	50	7	35	0	0	5	0	0	0	0	1	0	0	2	60	16	0	15	94	3	0	58	25	20	0	0	0	1	2	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_faecis;t__Ruminococcus_faecis_JCM_15917	0	16	0	1	0	0	51	0	0	0	84	19	0	0	0	12	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	172	0	0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	10	9	0	9	4	0	15	0	0	0	225	15	0	0	0	0	0	25	1	0	0	0	0	0	0	1	1	0	0	0	5	1	14	0	0	0	2	0	0	0	16	2	0	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	22	0	0	10	0	0	0	23	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris	1	0	15	2	0	0	6	0	0	0	2	1	4	1	0	0	1	4	2	0	11	28	0	0	0	0	0	2	0	1	7	2	0	3	0	6	2	3	84	0	40	0	0	0	4	2	2	2	2	0	5	1	1	2	0	5	51	2	1	8	0	6	0	0	0	0	1	0	1	0	1	2	146	1	0	1	0	5	0	54	1	0	0	8	0	0	1	1	6	1	0	0	0	0	0	4	1	3	47	42	17	1	1	36	0	18	0	1	0	1	14	0	0	0	1	0	3	0	0	0	0	2	5	4	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gauvreauii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_ATCC_29176	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	194	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	31	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	42	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	35	9	66	49	80	16	116	0	62	17	89	34	125	31	0	3	24	88	62	10	22	40	106	0	26	17	2	110	3	33	90	37	19	70	0	85	238	34	38	4	16	40	244	0	216	61	37	29	39	1	141	0	22	15	29	154	2	8	11	7	1	218	13	15	66	0	17	4	35	24	23	35	133	12	12	281	546	80	11	37	68	0	4	82	15	0	10	0	37	32	144	39	5	7	27	783	11	30	33	27	62	14	4	1	6	159	14	622	2	36	45	8	3	97	38	7	33	2	11	0	51	44	30	126	2	19	0	61	21	4	1	12	102	3	15	8	5	3	5	15	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	81	661	147	884	425	85	369	46	204	579	236	17	598	504	114	0	355	608	146	122	1188	129	275	0	510	754	39	519	81	813	930	195	1499	106	1	87	632	1141	884	565	907	1650	813	64	496	131	294	122	93	47	589	116	3457	45	0	649	363	823	63	1028	1	775	0	463	305	38	5	1	1068	166	360	311	235	0	140	48	509	35	219	73	671	0	0	32	127	1498	2	0	277	300	1151	956	436	285	1602	404	544	1160	142	505	83	956	40	221	72	792	0	1177	1162	586	438	0	434	711	155	946	1840	172	81	1	353	784	38	821	452	33	2	661	727	0	1	189	70	0	1	323	948	23	1812	898	455	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans;s__Saccharofermentans_acetigenes	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter;s__Sporobacter_termitidis	2	3	0	3	2	1	0	0	5	1	0	0	0	1	0	0	0	1	2	3	2	0	1	0	1	3	0	0	0	5	0	0	2	0	0	0	2	5	1	4	2	0	0	0	5	1	0	0	2	0	0	0	5	0	0	1	0	0	0	1	0	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	2	1	4	0	2	5	0	0	0	3	0	0	0	1	0	4	2	2	0	0	0	15	0	1	0	0	0	0	0	2	0	1	2	0	0	1	2	0	0	1	0	0	0	0	0	0	2	3	2	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	18	0	5	9	94	0	8	0	22	0	7	1	192	0	26	1	1	8	110	0	7	0	28	1	0	1	0	4	0	0	97	2	1	3	0	4	58	101	5	0	2	0	0	0	48	90	5	38	22	0	29	0	0	1	0	0	3	0	1	0	2	159	1	9	80	0	3	2	52	0	7	1	6	3	3	6	11	0	5	1	8	0	0	0	0	0	2	0	0	0	1	0	0	0	1	8	0	32	6	0	5	0	1	0	3	22	0	3	1	0	7	2	19	17	19	0	0	0	0	0	7	6	0	0	0	2	1	0	0	0	0	0	3	0	2	1	0	36	0	11	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_variabile	1	0	15	1	299	13	297	0	1	68	179	6	1	64	0	1	41	0	1	3	34	2	535	0	64	51	0	304	5	111	89	40	22	47	1	206	4	55	64	1	9	0	182	1	14	0	23	1	3	0	293	0	64	1	10	129	12	1	4	29	1	709	0	21	175	0	3	9	89	22	43	18	0	10	16	290	955	124	1	5	37	0	0	135	19	9	2	0	91	32	92	112	18	16	51	402	8	50	4	30	85	4	7	2	0	314	12	2488	3	103	0	0	3	250	35	12	136	4	0	0	91	84	36	165	1	6	2	77	51	14	0	0	208	1	32	0	0	0	9	14	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
